,actual,pred
520,5603.0,8378.01
521,3052.0,8889.8125
522,2035.0,9565.791
523,2290.0,9919.033
524,1853.9999999999998,10459.671
525,2034.0,10731.99
526,1369.0,11425.3545
527,3155.0000000000005,11623.212
528,3960.0,11945.537
529,3208.9999999999995,12067.051
530,4741.0,12616.336
531,2301.0,12705.68
532,1139.0,12766.691
533,2302.0,12399.246
534,1787.0,11972.086
535,6038.0,11432.393
536,9109.0,10675.241
537,13093.999999999998,9972.158
538,8559.0,9059.839
539,5111.0,7849.3745
540,2488.0,6793.1616
541,2427.0,6018.397
542,2893.0,5181.894
543,5519.0,4609.735
544,3580.0000000000005,3560.3943
545,3258.0,2699.1755
546,1680.0,2207.459
547,2183.0,1504.2693
548,1662.9999999999998,1046.768
549,1864.0000000000002,858.5101
550,874.0,396.2529
551,0.0,313.4679
552,0.0,372.0361
553,0.0,409.381
554,1996.0,557.8398
555,2088.0,989.367
556,2398.0,1166.5398
557,2344.0,1113.1187
558,2967.0,1502.8872
559,3372.0,2014.4589
560,1165.0,3702.6956
561,1714.0000000000002,3975.2136
562,2084.0,4696.123
563,4621.0,5169.4194
564,4406.0,5447.9424
565,3110.0,5812.368
566,6377.0,6028.5156
567,2543.0,5972.8184
568,1534.0,5867.011
569,1758.0,5824.1543
570,3312.0,6371.8286
571,4147.0,6740.6465
572,5007.0,7053.49
573,5547.0,7457.099
574,5572.0,7664.774
575,5603.0,8205.709
576,3052.0,8808.912
577,2035.0,9306.04
578,2290.0,9960.145
579,1853.9999999999998,10254.1045
580,2034.0,10737.437
581,1369.0,10950.384
582,3155.0000000000005,11586.9
583,3960.0,11714.438
584,3208.9999999999995,11966.561
585,4741.0,11998.106
586,2301.0,12460.446
587,1139.0,12464.804
588,2302.0,12446.167
